Time,Open,Close,High,Low,Volume
2025-05-16 23:18:00,2.8004,2.8065,2.8065,2.7987,4717.0
2025-05-16 23:21:00,2.8052,2.8076,2.8084,2.8029,5728.0
2025-05-16 23:24:00,2.8076,2.8108,2.8109,2.8049,4412.0
2025-05-16 23:27:00,2.8102,2.8125,2.8155,2.8096,3892.0
2025-05-16 23:30:00,2.8131,2.8126,2.8167,2.8119,3730.0
2025-05-16 23:33:00,2.813,2.8105,2.8137,2.807,4517.0
2025-05-16 23:36:00,2.8105,2.8141,2.8155,2.8088,3660.0
2025-05-16 23:39:00,2.8141,2.8126,2.8159,2.8108,4425.0
2025-05-16 23:42:00,2.8126,2.8069,2.8135,2.8059,3485.0
2025-05-16 23:45:00,2.8074,2.8022,2.8074,2.8019,3391.0
2025-05-16 23:48:00,2.8022,2.8013,2.8028,2.7971,3637.0
2025-05-16 23:51:00,2.8013,2.7997,2.8024,2.7972,3794.0
2025-05-16 23:54:00,2.7991,2.7936,2.8023,2.7936,3693.0
2025-05-16 23:57:00,2.7936,2.7939,2.7959,2.7936,3622.0
2025-05-17 00:00:00,2.7935,2.794,2.7966,2.791,4693.0
2025-05-17 00:03:00,2.7936,2.7954,2.7973,2.7872,3937.0
2025-05-17 00:06:00,2.7947,2.8009,2.8052,2.7947,4228.0
2025-05-17 00:09:00,2.8009,2.7899,2.8037,2.7875,4381.0
2025-05-17 00:12:00,2.7915,2.7986,2.8002,2.7908,4296.0
2025-05-17 00:15:00,2.7986,2.7786,2.7991,2.7786,6624.0
2025-05-17 00:18:00,2.779,2.7752,2.779,2.7711,3638.0
2025-05-17 00:21:00,2.7752,2.7729,2.7778,2.7701,7819.0
2025-05-17 00:24:00,2.7734,2.7714,2.7765,2.7681,4004.0
2025-05-17 00:27:00,2.7714,2.7679,2.7739,2.7654,22828.0
2025-05-17 00:30:00,2.7679,2.7762,2.7794,2.7653,5753.0
2025-05-17 00:33:00,2.7755,2.7636,2.7768,2.7636,6004.0
2025-05-17 00:36:00,2.7638,2.7513,2.7645,2.7436,41888.0
2025-05-17 00:39:00,2.7504,2.7549,2.7589,2.7502,6070.0
2025-05-17 00:42:00,2.7541,2.7601,2.7606,2.7486,7263.0
2025-05-17 00:45:00,2.7592,2.7646,2.7662,2.7525,3999.0
2025-05-17 00:48:00,2.7651,2.7566,2.7652,2.7566,5863.0
2025-05-17 00:51:00,2.7566,2.7633,2.7635,2.754,5075.0
2025-05-17 00:54:00,2.7635,2.762,2.7701,2.7616,5465.0
2025-05-17 00:57:00,2.762,2.7605,2.7657,2.7563,3739.0
2025-05-17 01:00:00,2.7604,2.76,2.7612,2.7466,6125.0
2025-05-17 01:03:00,2.7573,2.7441,2.7582,2.7431,9181.0
2025-05-17 01:06:00,2.7462,2.7524,2.7539,2.7432,5207.0
2025-05-17 01:09:00,2.7524,2.7524,2.7573,2.7514,4907.0
2025-05-17 01:12:00,2.7524,2.7391,2.7532,2.7391,11967.0
2025-05-17 01:15:00,2.7391,2.7359,2.7484,2.7346,16347.0
2025-05-17 01:18:00,2.738,2.7322,2.7424,2.7301,21382.0
2025-05-17 01:21:00,2.7322,2.7355,2.7372,2.7294,6947.0
2025-05-17 01:24:00,2.737,2.7362,2.7404,2.7321,4060.0
2025-05-17 01:27:00,2.738,2.7475,2.7475,2.7345,3595.0
2025-05-17 01:30:00,2.7469,2.7336,2.7482,2.7323,5568.0
2025-05-17 01:33:00,2.7326,2.7363,2.7382,2.7252,9390.0
2025-05-17 01:36:00,2.7363,2.7239,2.7367,2.7238,9161.0
2025-05-17 01:39:00,2.7256,2.727,2.7334,2.7245,6901.0
2025-05-17 01:42:00,2.7299,2.7353,2.7361,2.7247,4933.0
2025-05-17 01:45:00,2.7337,2.7118,2.7346,2.7051,16202.0
2025-05-17 01:48:00,2.7125,2.7116,2.718,2.7087,5072.0
2025-05-17 01:51:00,2.7107,2.724,2.724,2.7094,4742.0
2025-05-17 01:54:00,2.724,2.7234,2.7294,2.7234,4161.0
2025-05-17 01:57:00,2.7243,2.732,2.7409,2.7215,4391.0
2025-05-17 02:00:00,2.7333,2.7298,2.7364,2.7274,6655.0
2025-05-17 02:03:00,2.73,2.7174,2.731,2.7152,6937.0
2025-05-17 02:06:00,2.7174,2.7104,2.7183,2.7101,7616.0
2025-05-17 02:09:00,2.7113,2.712,2.7166,2.7101,4266.0
2025-05-17 02:12:00,2.712,2.7015,2.7137,2.7013,7811.0
2025-05-17 02:15:00,2.7015,2.7116,2.7142,2.7015,3690.0
2025-05-17 02:18:00,2.7108,2.714,2.7184,2.7097,3722.0
2025-05-17 02:21:00,2.7156,2.7238,2.7241,2.7148,5834.0
2025-05-17 02:24:00,2.7232,2.7319,2.7325,2.7232,3874.0
2025-05-17 02:27:00,2.7319,2.7374,2.7384,2.7309,4817.0
2025-05-17 02:30:00,2.7374,2.7448,2.7448,2.7349,6355.0
2025-05-17 02:33:00,2.7436,2.7367,2.7448,2.7357,5980.0
2025-05-17 02:36:00,2.7367,2.7444,2.7456,2.7357,4971.0
2025-05-17 02:39:00,2.744,2.7427,2.7445,2.7382,4281.0
2025-05-17 02:42:00,2.7424,2.7466,2.7474,2.7403,7796.0
2025-05-17 02:45:00,2.7474,2.7507,2.7509,2.7431,7054.0
2025-05-17 02:48:00,2.7503,2.7336,2.7507,2.7336,3398.0
2025-05-17 02:51:00,2.7336,2.7362,2.7391,2.7336,4891.0
2025-05-17 02:54:00,2.7362,2.7319,2.7366,2.7312,6260.0
2025-05-17 02:57:00,2.7324,2.7375,2.7392,2.7316,3678.0
2025-05-17 03:00:00,2.7382,2.7422,2.7426,2.7375,4417.0
2025-05-17 03:03:00,2.7415,2.7375,2.7435,2.7368,3528.0
2025-05-17 03:06:00,2.7375,2.7297,2.7384,2.729,3930.0
2025-05-17 03:09:00,2.7297,2.7224,2.7304,2.7221,4455.0
2025-05-17 03:12:00,2.7224,2.7227,2.7237,2.72,3465.0
2025-05-17 03:15:00,2.7228,2.7141,2.7228,2.7141,4700.0
2025-05-17 03:18:00,2.7144,2.7086,2.7155,2.7085,4935.0
2025-05-17 03:21:00,2.7089,2.7125,2.7134,2.705,7511.0
2025-05-17 03:24:00,2.7125,2.7149,2.7215,2.7123,5093.0
2025-05-17 03:27:00,2.7149,2.731,2.731,2.7149,3678.0
2025-05-17 03:30:00,2.7308,2.7326,2.7349,2.7285,5231.0
2025-05-17 03:33:00,2.7326,2.7303,2.7337,2.7279,4602.0
2025-05-17 03:36:00,2.7313,2.7395,2.7405,2.7303,3668.0
2025-05-17 03:39:00,2.7395,2.7455,2.7461,2.7374,3720.0
2025-05-17 03:42:00,2.7471,2.7469,2.7498,2.7465,6164.0
2025-05-17 03:45:00,2.7469,2.7445,2.7514,2.7439,8428.0
2025-05-17 03:48:00,2.7439,2.7473,2.7483,2.7431,3485.0
2025-05-17 03:51:00,2.7464,2.7525,2.7534,2.7447,4976.0
2025-05-17 03:54:00,2.7525,2.7585,2.7594,2.7518,4334.0
2025-05-17 03:57:00,2.7578,2.7621,2.7629,2.7572,6032.0
2025-05-17 04:00:00,2.7621,2.7611,2.7634,2.7582,3854.0
2025-05-17 04:03:00,2.7611,2.7669,2.7679,2.7607,3998.0
2025-05-17 04:06:00,2.7669,2.7592,2.7669,2.7582,4519.0
2025-05-17 04:09:00,2.7592,2.7627,2.7637,2.7584,5668.0
2025-05-17 04:12:00,2.7617,2.7613,2.7627,2.7586,4376.0
2025-05-17 04:15:00,2.7624,2.7699,2.7705,2.7596,6197.0
2025-05-17 04:18:00,2.7699,2.7691,2.7724,2.7666,7654.0
2025-05-17 04:21:00,2.7691,2.7758,2.777,2.7677,4056.0
2025-05-17 04:24:00,2.7764,2.7785,2.78,2.7756,3856.0
2025-05-17 04:27:00,2.7778,2.7798,2.7818,2.7764,4010.0
2025-05-17 04:30:00,2.7798,2.784,2.7854,2.7771,4769.0
2025-05-17 04:33:00,2.7836,2.7837,2.7884,2.783,4127.0
2025-05-17 04:36:00,2.7837,2.7893,2.7901,2.7821,3870.0
2025-05-17 04:39:00,2.7897,2.7903,2.7916,2.7868,5745.0
2025-05-17 04:42:00,2.7907,2.7961,2.7974,2.79,8324.0
2025-05-17 04:45:00,2.7938,2.7888,2.7946,2.7887,5881.0
2025-05-17 04:48:00,2.7895,2.7919,2.7934,2.7878,5244.0
2025-05-17 04:51:00,2.791,2.7856,2.7941,2.7837,5378.0
2025-05-17 04:54:00,2.7856,2.7906,2.791,2.7847,9448.0
2025-05-17 04:57:00,2.7906,2.7934,2.7935,2.7906,5214.0
2025-05-17 05:00:00,2.7919,2.7946,2.7972,2.7903,10091.0
2025-05-17 05:03:00,2.7946,2.7888,2.7957,2.7881,3651.0
2025-05-17 05:06:00,2.7895,2.7862,2.7945,2.7861,4301.0
2025-05-17 05:09:00,2.7872,2.7867,2.7887,2.7856,4936.0
2025-05-17 05:12:00,2.7856,2.7817,2.7875,2.7816,3790.0
2025-05-17 05:15:00,2.7817,2.7757,2.7865,2.7753,7354.0
2025-05-17 05:18:00,2.7753,2.7704,2.7774,2.769,3916.0
2025-05-17 05:21:00,2.7726,2.7682,2.7733,2.7665,7074.0
2025-05-17 05:24:00,2.7682,2.7711,2.7727,2.7664,4936.0
2025-05-17 05:27:00,2.7711,2.776,2.777,2.7711,3497.0
2025-05-17 05:30:00,2.776,2.7757,2.7815,2.7738,4508.0
2025-05-17 05:33:00,2.7767,2.7725,2.7767,2.7717,7041.0
2025-05-17 05:36:00,2.7732,2.7698,2.7745,2.7663,4151.0
2025-05-17 05:39:00,2.7692,2.7695,2.7702,2.7647,6981.0
2025-05-17 05:42:00,2.7702,2.7626,2.7703,2.7626,3494.0
2025-05-17 05:45:00,2.7631,2.7564,2.7631,2.755,9766.0
2025-05-17 05:48:00,2.755,2.7592,2.7592,2.752,5190.0
2025-05-17 05:51:00,2.7584,2.7564,2.7592,2.7522,3603.0
2025-05-17 05:54:00,2.7556,2.7523,2.7574,2.7523,8612.0
2025-05-17 05:57:00,2.7524,2.752,2.7541,2.7491,8655.0
2025-05-17 06:00:00,2.7524,2.7648,2.7649,2.7513,7320.0
2025-05-17 06:03:00,2.7648,2.7664,2.7747,2.7648,9753.0
2025-05-17 06:06:00,2.7664,2.7705,2.7746,2.766,4238.0
2025-05-17 06:09:00,2.7705,2.7694,2.7727,2.7687,4104.0
2025-05-17 06:12:00,2.7694,2.7759,2.7768,2.7694,10390.0
2025-05-17 06:15:00,2.7764,2.7679,2.7766,2.7678,7950.0
2025-05-17 06:18:00,2.7684,2.7636,2.7695,2.761,4139.0
2025-05-17 06:21:00,2.7628,2.7596,2.7636,2.7546,3555.0
2025-05-17 06:24:00,2.7596,2.7599,2.7634,2.7581,5600.0
2025-05-17 06:27:00,2.7605,2.7561,2.7605,2.754,3367.0
2025-05-17 06:30:00,2.7561,2.7609,2.7614,2.7511,3750.0
2025-05-17 06:33:00,2.7609,2.7596,2.7634,2.7553,5241.0
2025-05-17 06:36:00,2.7596,2.7558,2.7596,2.7528,3622.0
2025-05-17 06:39:00,2.7558,2.7617,2.7617,2.755,3592.0
2025-05-17 06:42:00,2.7617,2.7734,2.7734,2.7607,4553.0
2025-05-17 06:45:00,2.773,2.7781,2.7814,2.7729,5152.0
2025-05-17 06:48:00,2.7789,2.7697,2.7789,2.768,3809.0
2025-05-17 06:51:00,2.7693,2.7694,2.7716,2.7657,3504.0
2025-05-17 06:54:00,2.7694,2.7708,2.7736,2.7678,3276.0
2025-05-17 06:57:00,2.7708,2.7754,2.7768,2.7691,4333.0
2025-05-17 07:00:00,2.7754,2.7768,2.7778,2.7712,4096.0
2025-05-17 07:03:00,2.7768,2.7744,2.7816,2.7722,4528.0
2025-05-17 07:06:00,2.7755,2.7779,2.7836,2.7741,3642.0
2025-05-17 07:09:00,2.7779,2.7847,2.7877,2.7751,5767.0
2025-05-17 07:12:00,2.7847,2.783,2.7859,2.7821,3498.0
2025-05-17 07:15:00,2.783,2.7816,2.7904,2.7816,6553.0
2025-05-17 07:18:00,2.782,2.7849,2.7867,2.7789,3562.0
2025-05-17 07:21:00,2.7849,2.7928,2.7928,2.784,3510.0
2025-05-17 07:24:00,2.7922,2.7929,2.7935,2.7902,3859.0
2025-05-17 07:27:00,2.7929,2.7931,2.7977,2.7921,4491.0
2025-05-17 07:30:00,2.7931,2.7907,2.7956,2.7892,3842.0
2025-05-17 07:33:00,2.7907,2.7814,2.7914,2.7803,4175.0
2025-05-17 07:36:00,2.7802,2.778,2.7808,2.777,3800.0
2025-05-17 07:39:00,2.777,2.7728,2.778,2.7726,22617.0
2025-05-17 07:42:00,2.7728,2.766,2.7728,2.7656,6095.0
2025-05-17 07:45:00,2.766,2.7602,2.7674,2.7601,3493.0
2025-05-17 07:48:00,2.7602,2.7646,2.7646,2.7601,3652.0
2025-05-17 07:51:00,2.7628,2.7623,2.7667,2.7611,3691.0
2025-05-17 07:54:00,2.7623,2.7621,2.7646,2.7561,13064.0
2025-05-17 07:57:00,2.7616,2.7724,2.7724,2.7616,3834.0
2025-05-17 08:00:00,2.7725,2.7749,2.7762,2.7675,4476.0
2025-05-17 08:03:00,2.7749,2.7665,2.7755,2.7648,3618.0
2025-05-17 08:06:00,2.7665,2.7639,2.7725,2.7636,4541.0
2025-05-17 08:09:00,2.7639,2.7696,2.7709,2.7604,4059.0
2025-05-17 08:12:00,2.7706,2.7632,2.7709,2.7621,3361.0
2025-05-17 08:15:00,2.7632,2.7687,2.7733,2.7628,3628.0
2025-05-17 08:18:00,2.7687,2.7661,2.7727,2.7616,3582.0
2025-05-17 08:21:00,2.7661,2.7543,2.7661,2.7489,6217.0
2025-05-17 08:24:00,2.7553,2.7704,2.7704,2.7533,3548.0
2025-05-17 08:27:00,2.7709,2.7704,2.7734,2.7692,3621.0
2025-05-17 08:30:00,2.7713,2.7778,2.7794,2.7704,3922.0
2025-05-17 08:33:00,2.7785,2.7755,2.7795,2.7702,3598.0
2025-05-17 08:36:00,2.7748,2.7712,2.7772,2.7694,3503.0
2025-05-17 08:39:00,2.7705,2.7672,2.7738,2.7668,4511.0
2025-05-17 08:42:00,2.7672,2.7628,2.7732,2.7616,10372.0
2025-05-17 08:45:00,2.7632,2.7612,2.7682,2.7585,3414.0
2025-05-17 08:48:00,2.7595,2.754,2.7602,2.7536,14208.0
2025-05-17 08:51:00,2.754,2.7599,2.7612,2.7535,8487.0
2025-05-17 08:54:00,2.7604,2.7555,2.7622,2.7555,4478.0
2025-05-17 08:57:00,2.7562,2.755,2.7562,2.7536,3722.0
2025-05-17 09:00:00,2.754,2.7571,2.7625,2.7536,3381.0
2025-05-17 09:03:00,2.7571,2.7515,2.7571,2.7486,4127.0
2025-05-17 09:06:00,2.7523,2.7476,2.7596,2.7366,10372.0
2025-05-17 09:09:00,2.7481,2.7448,2.7559,2.7434,3456.0
2025-05-17 09:12:00,2.7444,2.7481,2.7495,2.7427,3711.0
2025-05-17 09:15:00,2.7481,2.7418,2.7506,2.7365,5053.0
2025-05-17 09:18:00,2.7412,2.7458,2.7477,2.7405,3843.0
2025-05-17 09:21:00,2.7458,2.7382,2.7465,2.7354,4139.0
2025-05-17 09:24:00,2.7382,2.737,2.7398,2.7321,7618.0
2025-05-17 09:27:00,2.7374,2.739,2.741,2.7364,4280.0
2025-05-17 09:30:00,2.74,2.7473,2.7473,2.737,4684.0
2025-05-17 09:33:00,2.7473,2.7509,2.7537,2.7464,4512.0
2025-05-17 09:36:00,2.7509,2.7479,2.7569,2.7472,3391.0
2025-05-17 09:39:00,2.7479,2.7531,2.7536,2.7472,3975.0
2025-05-17 09:42:00,2.7531,2.7524,2.7611,2.7512,3649.0
2025-05-17 09:45:00,2.752,2.7529,2.7634,2.751,3591.0
2025-05-17 09:48:00,2.7534,2.7499,2.757,2.7486,3890.0
2025-05-17 09:51:00,2.7486,2.749,2.7499,2.7455,4280.0
2025-05-17 09:54:00,2.749,2.7534,2.7538,2.748,3548.0
2025-05-17 09:57:00,2.7534,2.7509,2.7567,2.7501,4705.0
2025-05-17 10:00:00,2.7509,2.7468,2.7509,2.7432,5315.0
2025-05-17 10:03:00,2.7468,2.7488,2.7538,2.7441,4640.0
2025-05-17 10:06:00,2.7496,2.7616,2.7627,2.7481,3919.0
2025-05-17 10:09:00,2.762,2.7654,2.7664,2.7571,4104.0
2025-05-17 10:12:00,2.7663,2.7589,2.7665,2.7582,3607.0
2025-05-17 10:15:00,2.7589,2.7622,2.7668,2.758,3907.0
2025-05-17 10:18:00,2.7628,2.7561,2.7666,2.7561,3459.0
2025-05-17 10:21:00,2.7561,2.767,2.7675,2.7561,5087.0
2025-05-17 10:24:00,2.7674,2.7648,2.768,2.7622,3592.0
2025-05-17 10:27:00,2.7642,2.7655,2.7708,2.7642,4641.0
2025-05-17 10:30:00,2.7645,2.7588,2.7661,2.7588,3932.0
2025-05-17 10:33:00,2.7595,2.7517,2.7619,2.7516,3509.0
2025-05-17 10:36:00,2.7516,2.7489,2.7537,2.7479,3659.0
2025-05-17 10:39:00,2.7489,2.7494,2.7496,2.7465,3450.0
